Group,Name,Acronym,SpecificationSourceURL,Category,ParentModel,SimilarModels,Maintainer,Format,Status,NamespaceURI,Year,Notes,CompositionalRole,DefaultLinkType
"Healthcare & Life Sciences","NDC (National Drug Code)","NDC","https://www.fda.gov/drugs/drug-approvals-and-databases/national-drug-code-directory","Code List","—","RxNorm, ATC","FDA","Directory","Active","http://hl7.org/fhir/sid/ndc","1972","US drug product identifier","R3","REFERENCE"
"Healthcare & Life Sciences","ATC/DDD","ATC","https://www.whocc.no/atc_ddd_index/","Code List","—","RxNorm, NDC","WHO Collaborating Centre","Index","Active","—","1976","Anatomical Therapeutic Chemical drug classification","R2","REFERENCE"
"Healthcare & Life Sciences","CPT (Procedural Terminology)","CPT","https://www.ama-assn.org/practice-management/cpt","Code List","—","HCPCS, SNOMED CT","American Medical Association","Tabular","Active (proprietary)","http://www.ama-assn.org/go/cpt","1966","US procedure billing codes","R2","REFERENCE"
"Healthcare & Life Sciences","Unified Medical Language System","UMLS","https://www.nlm.nih.gov/research/umls/","Framework","—","BioPortal, OBO","NLM","RRF, REST API","Active","—","1986","Metathesaurus integrating 200+ vocabularies","R2","REFERENCE"
"Healthcare & Life Sciences","Medical Subject Headings","MeSH","https://www.nlm.nih.gov/mesh/","Controlled Vocabulary","—","UMLS, EMTREE","NLM","XML, RDF","Active","http://id.nlm.nih.gov/mesh","1960","Literature indexing thesaurus; RDF available","R2","REFERENCE"
"Healthcare & Life Sciences","Gene Ontology","GO","http://geneontology.org/","Ontology","OBO Foundry","ChEBI, Uberon","GO Consortium","OBO, OWL","Active","http://purl.obolibrary.org/obo/GO_","2000","Gene function ontology; OBO flagship; import candidate","R2","REFERENCE"
"Healthcare & Life Sciences","Chemical Entities of Biological Interest","ChEBI","https://www.ebi.ac.uk/chebi/","Ontology","OBO Foundry","PubChem, DrugBank","EMBL-EBI","OBO, OWL","Active","http://purl.obolibrary.org/obo/CHEBI_","2004","Molecular entity ontology","R2","REFERENCE"
"Healthcare & Life Sciences","Human Phenotype Ontology","HPO","https://hpo.jax.org/","Ontology","OBO Foundry","MONDO, MP","Jackson Lab / Monarch","OBO, OWL","Active","http://purl.obolibrary.org/obo/HP_","2008","Phenotypic abnormality ontology; used in Phenopackets","R2","REFERENCE"
"Healthcare & Life Sciences","Mondo Disease Ontology","MONDO","https://mondo.monarchinitiative.org/","Ontology","OBO Foundry","DOID, Orphanet, ICD","Monarch Initiative","OBO, OWL","Active","http://purl.obolibrary.org/obo/MONDO_","2018","Harmonized cross-reference disease ontology","R2","REFERENCE"
"Healthcare & Life Sciences","Human Disease Ontology","DOID","https://disease-ontology.org/","Ontology","OBO Foundry","MONDO, ICD","DO Consortium","OBO, OWL","Active","http://purl.obolibrary.org/obo/DOID_","2003","Disease ontology; merged into MONDO mappings","R2","REFERENCE"
"Healthcare & Life Sciences","Uberon Anatomy Ontology","Uberon","https://uberon.github.io/","Ontology","OBO Foundry","FMA, CL","OBO community","OBO, OWL","Active","http://purl.obolibrary.org/obo/UBERON_","2012","Cross-species anatomy ontology","R2","REFERENCE"
"Healthcare & Life Sciences","NCI Thesaurus","NCIt","https://ncithesaurus.nci.nih.gov/","Controlled Vocabulary","—","SNOMED CT, MeSH","NCI EVS","OWL, flat","Active","http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#","1997","Cancer/biomedical reference terminology","R2","REFERENCE"
"Healthcare & Life Sciences","OBO Foundry","OBO","https://obofoundry.org/","Framework","—","BioPortal, OntoBee","OBO Foundry community","OWL/OBO + principles","Active","http://purl.obolibrary.org/obo/","2007","Coordinating framework + principles for bio-ontologies","R8","N/A"
"Healthcare & Life Sciences","BioPAX","BioPAX","http://www.biopax.org/","Exchange Format","OWL","SBML, SBGN","BioPAX community","OWL/RDF","Active","http://www.biopax.org/release/biopax-level3.owl#","2002","Biological pathway exchange","R6","COMPOSE"
"Healthcare & Life Sciences","Systems Biology Markup Language","SBML","https://sbml.org/","Exchange Format","—","BioPAX, CellML","SBML community / COMBINE","XML","Active","http://www.sbml.org/sbml/level3","2003","Quantitative biological model exchange","R6","COMPOSE"
"Healthcare & Life Sciences","MIRIAM / Identifiers.org","MIRIAM","https://identifiers.org/","Framework","—","Bioregistry, w3id","EMBL-EBI","Registry/API","Active","https://identifiers.org/","2005","Standard resolvable identifiers for life-sci data","R3","REFERENCE"
"Healthcare & Life Sciences","CDISC SDTM","SDTM","https://www.cdisc.org/standards/foundational/sdtm","Schema Language","CDISC Foundational","CDASH, ADaM","CDISC","Tabular/define-XML","Active","—","2004","Clinical trial tabulation model","R8","EXTEND"
"Healthcare & Life Sciences","CDISC ODM","ODM","https://www.cdisc.org/standards/data-exchange/odm","Exchange Format","—","FHIR, SDTM","CDISC","XML, JSON","Active","—","1999","Clinical data interchange/archive format","R6","COMPOSE"
"Healthcare & Life Sciences","OMOP Common Data Model","OMOP CDM","https://ohdsi.github.io/CommonDataModel/","Schema Language","—","Sentinel CDM, PCORnet, i2b2","OHDSI","DDL/relational","Active (v5.4)","—","2009/5.4","Observational research CDM; strong import candidate","R4","REFERENCE"
"Healthcare & Life Sciences","Swiss Personalized Health Network","SPHN","https://www.sphn.ch/","Knowledge Graph","RDF/OWL","FHIR, OMOP","SPHN / SIB","RDF/Turtle, SHACL","Active","https://biomedit.ch/rdf/sphn-schema/sphn#","2017","Semantic interoperability framework (RDF); import candidate","R4","REFERENCE"
"Healthcare & Life Sciences","GA4GH Phenopackets","Phenopackets","https://www.ga4gh.org/product/phenopackets/","Exchange Format","—","FHIR Genomics, ClinVar","GA4GH / ISO TC215","Protobuf, JSON/YAML","Active (v2 / ISO 4454)","—","2019/2022","Phenotypic data interchange; ISO 4454:2022","R6","COMPOSE"
"Healthcare & Life Sciences","HGVS Sequence Variant Nomenclature","HGVS","https://hgvs-nomenclature.org/","Controlled Vocabulary","—","VRS, SPDI","HGVS / HVP","Text grammar","Active","—","2000","Standard variant naming syntax","R2","REFERENCE"
"Healthcare & Life Sciences","FHIR Genomics Reporting","FHIR Genomics","https://hl7.org/fhir/uv/genomics-reporting/","Application Profile","FHIR","Phenopackets, VRS","HL7 International","FHIR IG","Active","http://hl7.org/fhir/uv/genomics-reporting","2020","Genomics reporting IG on FHIR","R2","REFERENCE"
"Healthcare & Life Sciences","GA4GH Variation Representation Spec","VRS","https://vrs.ga4gh.org/","Schema Language","—","HGVS, SPDI","GA4GH","JSON Schema","Active","—","2021","Computable variant representation; GA4GH","R8","EXTEND"
"Geospatial & Temporal","GeoSPARQL","GeoSPARQL","https://docs.ogc.org/is/22-047r1/22-047r1.html","Ontology","OWL / SPARQL","stSPARQL, GeoSPARQL-Jena","OGC","OWL/RDF, SPARQL ext","Active (1.1)","http://www.opengis.net/ont/geosparql#","2012/1.1 2024","Spatial RDF query+ontology; strong import candidate","R2","REFERENCE"
"Geospatial & Temporal","OGC Simple Features Access","SFA","https://www.ogc.org/standard/sfa/","Metamodel","ISO 19125","ISO 19107, GML","OGC / ISO","UML/SQL/WKT","Active","—","1999/2011","Geometry model underpinning most GIS","R1","EMBED"
"Geospatial & Temporal","Well-Known Text","WKT","https://www.ogc.org/standard/sfa/","Exchange Format","Simple Features","WKB, GeoJSON","OGC / ISO","Text","Active","—","1999","Text geometry serialization; CRS WKT (19162)","R8","N/A"
"Geospatial & Temporal","Geography Markup Language","GML","https://www.ogc.org/standard/gml/","Exchange Format","ISO 19107","KML, GeoJSON, CityGML","OGC / ISO 19136","XML","Active (3.2.2)","http://www.opengis.net/gml/3.2","2000/3.2","XML geographic feature encoding","R8","N/A"
"Geospatial & Temporal","Keyhole Markup Language","KML","https://www.ogc.org/standard/kml/","Exchange Format","XML","GML, GeoJSON","OGC","XML","Active","http://www.opengis.net/kml/2.2","2008","Map/earth-browser visualization format","R8","N/A"
"Geospatial & Temporal","GeoJSON","GeoJSON","https://datatracker.ietf.org/doc/html/rfc7946","Exchange Format","JSON / Simple Features","WKT, TopoJSON","IETF","JSON","Active","—","2016 (RFC 7946)","Lightweight web geometry; WGS84 only; import candidate","R8","N/A"
"Geospatial & Temporal","OGC API – Features","OGC API Features","https://docs.ogc.org/is/17-069r4/17-069r4.html","Application Profile","OpenAPI","WFS, OGC API Records","OGC","OpenAPI/JSON","Active","—","2019","RESTful successor to WFS","R8","N/A"
"Geospatial & Temporal","Web Map Service","WMS","https://www.ogc.org/standard/wms/","Exchange Format","—","WMTS, OGC API Maps","OGC","XML/HTTP","Active (1.3)","—","1999/1.3","Rendered map image service","R8","N/A"
"Geospatial & Temporal","Web Feature Service","WFS","https://www.ogc.org/standard/wfs/","Exchange Format","GML","OGC API Features","OGC","XML/GML","Active (2.0)","—","2002/2.0","Vector feature query/transaction service","R8","N/A"
"Geospatial & Temporal","Web Coverage Service","WCS","https://www.ogc.org/standard/wcs/","Exchange Format","—","OGC API Coverages, WMS","OGC","XML/HTTP","Active (2.1)","—","2003","Multidimensional coverage/grid access","R8","N/A"
"Geospatial & Temporal","Catalogue Service for the Web","CSW","https://www.ogc.org/standard/cat/","Exchange Format","ISO 19115","OGC API Records","OGC","XML/HTTP","Active (3.0)","—","2002","Geospatial metadata discovery catalogue","R8","N/A"
"Geospatial & Temporal","ISO 19115 Geographic Metadata","ISO 19115","https://www.iso.org/standard/53798.html","Metamodel","—","INSPIRE, Dublin Core","ISO TC211","UML","Active","—","2003/2014","Geographic metadata model","R6","COMPOSE"
"Geospatial & Temporal","ISO 19139 Metadata XML Encoding","ISO 19139","https://www.iso.org/standard/67253.html","Schema Language","ISO 19115","ISO 19115-3, INSPIRE","ISO TC211","XML/XSD","Active","http://www.isotc211.org/2005/gmd","2007","XML implementation of 19115","R8","EXTEND"
"Geospatial & Temporal","ISO 19107 Spatial Schema","ISO 19107","https://www.iso.org/standard/66175.html","Metamodel","—","Simple Features, GML","ISO TC211","UML","Active","—","2003/2019","Conceptual geometry/topology model","R1","EMBED"
"Geospatial & Temporal","ISO 19111 Referencing by Coordinates","ISO 19111","https://www.iso.org/standard/74039.html","Metamodel","—","EPSG, WKT-CRS","ISO TC211 / OGC","UML","Active","—","2003/2019","Coordinate reference system model (=OGC Topic 2)","R2","REFERENCE"
"Geospatial & Temporal","EPSG Geodetic Registry","EPSG","https://epsg.org/","Code List","ISO 19111","PROJ, ESRI WKID","IOGP Geomatics","Registry/GML","Active","http://www.opengis.net/def/crs/EPSG/0/","1985","Authoritative CRS/datum registry; import candidate","R2","REFERENCE"
"Geospatial & Temporal","World Geodetic System 1984","WGS84","https://epsg.org/crs_4326/WGS-84.html","Code List","EPSG/ISO 19111","ETRS89, NAD83","NGA / IOGP","Definition","Active","http://www.opengis.net/def/crs/EPSG/0/4326","1984","Default global datum (EPSG:4326)","R2","REFERENCE"
"Geospatial & Temporal","INSPIRE","INSPIRE","https://inspire.ec.europa.eu/","Application Profile","ISO 191xx / GML","ELF, NSDI","European Commission / EEA","GML/XSD","Active","http://inspire.ec.europa.eu/","2007","EU spatial data infrastructure data specs","R8","N/A"
"Geospatial & Temporal","CityGML","CityGML","https://www.ogc.org/standard/citygml/","Exchange Format","GML","IFC, IndoorGML, 3D Tiles","OGC","GML/XML, JSON","Active (3.0)","http://www.opengis.net/citygml/3.0","2008/3.0","3D city/semantic building model","R8","N/A"
"Geospatial & Temporal","IndoorGML","IndoorGML","https://www.ogc.org/standard/indoorgml/","Exchange Format","GML","CityGML, IFC","OGC","GML/XML","Active","http://www.opengis.net/indoorgml/1.0","2014","Indoor navigation spatial model","R8","N/A"
"Geospatial & Temporal","Map Markup Language","MapML","https://maps4html.org/MapML-Specification/","Schema Language","HTML","KML, GeoJSON","W3C Maps4HTML CG","HTML/XML","Draft","—","2021","Web-native map markup; community draft","R8","N/A"
"Geospatial & Temporal","iCalendar","iCalendar","https://datatracker.ietf.org/doc/html/rfc5545","Exchange Format","—","OWL-Time, jCal, xCal","IETF","Text (ics)","Active","—","1998/2009","Calendar/scheduling data format (RFC 5545)","R8","N/A"
"Geospatial & Temporal","OGC SensorThings API","SensorThings","https://docs.ogc.org/is/18-088/18-088.html","Application Profile","OData / SOSA","SOS, OGC API EDR","OGC","JSON/OData","Active (1.1)","—","2016/1.1","IoT sensor data API; SOSA-aligned","R8","N/A"
"Geospatial & Temporal","NetCDF / CF Conventions","CF","https://cfconventions.org/","Exchange Format","NetCDF","GRIB, HDF5, ISO 19123","Unidata / CF community","Binary + metadata conv","Active","—","1989/CF 1.11","Climate/forecast gridded data conventions","R8","N/A"
"Geospatial & Temporal","IHO Universal Hydrographic Data Model","S-100","https://iho.int/en/s-100-universal-hydrographic-data-model","Framework","ISO 19100 series","S-57, ENC","IHO","UML/GML/feature catalog","Active","—","2010","Hydrographic data framework (ISO 19100-based)","R8","N/A"
"Geospatial & Temporal","schema.org Place","schema.org/Place","https://schema.org/Place","Ontology","schema.org","GeoNames, WGS84 vocab","W3C Schema.org CG","RDFa/JSON-LD","Active","https://schema.org/","2011","Web markup for places; SEO/linked data","R4","REFERENCE"
"Geospatial & Temporal","GeoNames","GeoNames","https://www.geonames.org/ontology/documentation.html","Knowledge Graph","—","Who's On First, Wikidata","GeoNames.org","RDF/OWL, API","Active","https://www.geonames.org/ontology#","2005","Global gazetteer with RDF; import candidate","R2","REFERENCE"
"Geospatial & Temporal","Who's On First","WOF","https://whosonfirst.org/","Knowledge Graph","GeoJSON","GeoNames, Wikidata","WOF community","GeoJSON","Active","—","2015","Open gazetteer of places","R2","REFERENCE"
"Finance & Insurance","ISO 20022 Financial Messaging Metamodel","ISO 20022","https://www.iso20022.org/","Metamodel","—","FIX, FpML, SWIFT MT","ISO TC68/SC9; RA = SWIFT","UML to XML/ASN.1","Active","urn:iso:std:iso:20022:tech:xsd:","2004 / 2026 ed.","Foundational financial-messaging metamodel; prime import candidate","R8","N/A"
"Finance & Insurance","ISO 20022 Payment Messages (camt/pain/pacs)","camt/pain/pacs","https://www.iso20022.org/iso-20022-message-definitions","Messaging Standard","ISO 20022 metamodel","SWIFT MT, SEPA","ISO; RA = SWIFT","XML/JSON (XSD)","Active","urn:iso:std:iso:20022:tech:xsd:pacs.008.001.08","2004 / 2013 ed.","pain=initiation, pacs=clearing, camt=cash mgmt; import candidate","R6","COMPOSE"
"Finance & Insurance","SWIFT Message Types (FIN)","SWIFT MT","https://www2.swift.com/knowledgecentre/products/Standards%20MT/publications","Messaging Standard","ISO 15022","ISO 20022 MX","SWIFT","Block/tag text","Active (sunsetting)","—","1977 / annual","Legacy; migrating to ISO 20022 for cross-border","R6","COMPOSE"
"Finance & Insurance","Financial Information eXchange","FIX","https://www.fixtrading.org/standards/fix-protocol/","Messaging Standard","—","FpML, ISO 20022","FIX Trading Community","tag=value","Active (""FIX Latest"")","—","1992 / FIX Latest","Versioning replaced by Extension Packs; import candidate","R6","COMPOSE"
"Finance & Insurance","FIX XML Encoding","FIXML","https://www.fixtrading.org/standards/fixml/","Exchange Format","FIX Protocol","FpML, ISO 20022","FIX Trading Community","XML (XSD)","Active (TS v1.1)","http://www.fixprotocol.org/FIXML-5-0-SP2","1999 / FIX Latest","XML encoding of FIX; used in derivatives post-trade","R8","N/A"
"Finance & Insurance","Financial products Markup Language","FpML","https://www.fpml.org/spec/","Exchange Format","XML Schema","FIXML, CDM","ISDA","XML (XSD)","Active (5.12)","http://www.fpml.org/FpML-5/","1999 / 2021","Per-view namespaces (confirmation/reporting); import candidate","R6","COMPOSE"
"Finance & Insurance","Financial Industry Business Ontology","FIBO","https://spec.edmcouncil.org/fibo/","Ontology","OWL 2","CDM, schema.org","EDM Council (also OMG)","OWL/RDF","Published","https://spec.edmcouncil.org/fibo/ontology/","2014 / quarterly","Formal financial ontology; strong import candidate","R4","REFERENCE"
"Finance & Insurance","eXtensible Business Reporting Language","XBRL","https://www.xbrl.org/Specification/XBRL-2.1/REC-2003-12-31/","Exchange Format","XML Schema","SDMX, iXBRL","XBRL International","XML (XSD)","Recommendation","http://www.xbrl.org/2003/instance","2003 / 2013 errata","Basis for iXBRL, Dimensions, OIM","R6","COMPOSE"
"Finance & Insurance","Currency Codes","ISO 4217","https://www.iso.org/iso-4217-currency-codes.html","Code List","—","ISO 3166","ISO; MA = SIX Financial Information","3-letter/3-digit","Active","—","1978 / 2015","Authoritative currency code list; import candidate","R2","REFERENCE"
